,alt,src,species_code
1304,Emu,410629771,emu1
1305,Emu,66349431,emu1
1306,Emu,446282181,emu1
1307,Emu,514494811,emu1
1308,Emu,253971691,emu1
1309,Emu,580155701,emu1
1310,Emu,409706981,emu1
1311,Emu,253971681,emu1
1312,Emu,251193961,emu1
1313,Emu,521238951,emu1
1314,Emu,111471881,emu1
1315,Emu,182874751,emu1
1316,Emu,205732931,emu1
1317,Emu,460638091,emu1
1318,Emu,409707611,emu1
1319,Emu,76588301,emu1
1320,Emu,589342191,emu1
1321,Emu,205732991,emu1
1322,Southern Brown Kiwi,45362741,sobkiw1
1323,Southern Brown Kiwi,97940271,sobkiw1
1324,Southern Brown Kiwi (Stewart I.),147213391,sobkiw1
1325,Southern Brown Kiwi (Stewart I.),206022041,sobkiw1
1326,Southern Brown Kiwi,130994551,sobkiw1
1327,Southern Brown Kiwi (Stewart I.),402537551,sobkiw1
1328,Southern Brown Kiwi (Stewart I.),205875521,sobkiw1
1329,Southern Brown Kiwi,44788731,sobkiw1
1330,Southern Brown Kiwi (Stewart I.),205875481,sobkiw1
1331,Southern Brown Kiwi,569131261,sobkiw1
1332,Southern Brown Kiwi,612251556,sobkiw1
1333,Southern Brown Kiwi,505422491,sobkiw1
1334,Southern Brown Kiwi,418473941,sobkiw1
1335,Southern Brown Kiwi (Stewart I.),205875511,sobkiw1
1336,Southern Brown Kiwi (Stewart I.),205875541,sobkiw1
1337,Southern Brown Kiwi (Stewart I.),89581091,sobkiw1
1338,Southern Brown Kiwi,58354621,sobkiw1
1339,Southern Brown Kiwi (Stewart I.),199667711,sobkiw1
1340,Southern Brown Kiwi,132822761,sobkiw1
1341,Southern Brown Kiwi,520979941,sobkiw1
1342,Southern Brown Kiwi (Stewart I.),101627981,sobkiw1
1343,Southern Brown Kiwi,44788791,sobkiw1
1344,Southern Brown Kiwi,520979951,sobkiw1
1345,Southern Brown Kiwi,146670071,sobkiw1
1346,Southern Brown Kiwi,44788681,sobkiw1
1347,Southern Brown Kiwi (Stewart I.),186526611,sobkiw1
1348,Southern Brown Kiwi,582206321,sobkiw1
1349,Southern Brown Kiwi (Stewart I.),467458271,sobkiw1
1350,Southern Brown Kiwi (Stewart I.),608968643,sobkiw1
1351,Southern Brown Kiwi (Stewart I.),563895531,sobkiw1
1352,Okarito Brown Kiwi,72869571,okbkiw1
1353,Okarito Brown Kiwi,328260581,okbkiw1
1354,Okarito Brown Kiwi,89193771,okbkiw1
1355,Okarito Brown Kiwi,612247432,okbkiw1
1356,Okarito Brown Kiwi,149522721,okbkiw1
1357,North Island Brown Kiwi,589261291,nibkiw1
1358,North Island Brown Kiwi,302489461,nibkiw1
1359,North Island Brown Kiwi,205599411,nibkiw1
1360,North Island Brown Kiwi,205599421,nibkiw1
1361,North Island Brown Kiwi,31798751,nibkiw1
1362,North Island Brown Kiwi,205599401,nibkiw1
1363,North Island Brown Kiwi,146910121,nibkiw1
1364,North Island Brown Kiwi,546167481,nibkiw1
1365,North Island Brown Kiwi,546308981,nibkiw1
1366,North Island Brown Kiwi,421109941,nibkiw1
1367,North Island Brown Kiwi,181813671,nibkiw1
1368,North Island Brown Kiwi,397220981,nibkiw1
1369,North Island Brown Kiwi,434036921,nibkiw1
1370,North Island Brown Kiwi,40312901,nibkiw1
1371,North Island Brown Kiwi,546167551,nibkiw1
1372,North Island Brown Kiwi,421101961,nibkiw1
1373,North Island Brown Kiwi,178885211,nibkiw1
1374,North Island Brown Kiwi,530917111,nibkiw1
1375,North Island Brown Kiwi,297630221,nibkiw1
1376,North Island Brown Kiwi,527326851,nibkiw1
1377,North Island Brown Kiwi,532214931,nibkiw1
1378,North Island Brown Kiwi,245609821,nibkiw1
1379,North Island Brown Kiwi,612945584,nibkiw1
1380,North Island Brown Kiwi,297630251,nibkiw1
1381,North Island Brown Kiwi,269067451,nibkiw1
1382,North Island Brown Kiwi,611733682,nibkiw1
1383,North Island Brown Kiwi,269063871,nibkiw1
1384,North Island Brown Kiwi,196630831,nibkiw1
1385,North Island Brown Kiwi,40312951,nibkiw1
1386,North Island Brown Kiwi,612945722,nibkiw1
1387,Little Spotted Kiwi,166022491,liskiw1
1388,Little Spotted Kiwi,106395051,liskiw1
1389,Little Spotted Kiwi,24972811,liskiw1
1390,Little Spotted Kiwi,107853011,liskiw1
1391,Little Spotted Kiwi,34869731,liskiw1
1392,Little Spotted Kiwi,205875561,liskiw1
1393,Little Spotted Kiwi,391390171,liskiw1
1394,Little Spotted Kiwi,205875551,liskiw1
1395,Little Spotted Kiwi,545755011,liskiw1
1396,Little Spotted Kiwi,66420081,liskiw1
1397,Little Spotted Kiwi,490479711,liskiw1
1398,Little Spotted Kiwi,186985041,liskiw1
1399,Little Spotted Kiwi,230191511,liskiw1
1400,Little Spotted Kiwi,610714508,liskiw1
1401,Little Spotted Kiwi,612199788,liskiw1
1402,Little Spotted Kiwi,103978931,liskiw1
1403,Little Spotted Kiwi,493885061,liskiw1
1404,Little Spotted Kiwi,489873621,liskiw1
1405,Little Spotted Kiwi,547529541,liskiw1
1406,Little Spotted Kiwi,128464431,liskiw1
1407,Little Spotted Kiwi,421105481,liskiw1
1408,Little Spotted Kiwi,94927121,liskiw1
1409,Little Spotted Kiwi,582757911,liskiw1
1410,Little Spotted Kiwi,582757791,liskiw1
1411,Little Spotted Kiwi,230191171,liskiw1
1412,Little Spotted Kiwi,64760901,liskiw1
1413,Little Spotted Kiwi,46685231,liskiw1
1414,Little Spotted Kiwi,612881543,liskiw1
1415,Little Spotted Kiwi,612881498,liskiw1
1416,Little Spotted Kiwi,582757681,liskiw1
1417,Great Spotted Kiwi,219724521,grskiw1
1418,Great Spotted Kiwi,104525251,grskiw1
1419,Great Spotted Kiwi,84950001,grskiw1
1420,Great Spotted Kiwi,270245791,grskiw1
1421,Great Spotted Kiwi,270245781,grskiw1
1422,Great Spotted Kiwi,270248741,grskiw1
1423,Great Spotted Kiwi,185087241,grskiw1
1424,Great Spotted Kiwi,597680591,grskiw1
1425,Horned Screamer,68177631,horscr1
1426,Horned Screamer,68172321,horscr1
1427,Horned Screamer,34507351,horscr1
1428,Horned Screamer,369781291,horscr1
1429,Horned Screamer,508391301,horscr1
1430,Horned Screamer,502927211,horscr1
1431,Horned Screamer,205966271,horscr1
1432,Horned Screamer,205614481,horscr1
1433,Horned Screamer,70042621,horscr1
1434,Horned Screamer,45752801,horscr1
1435,Horned Screamer,30604861,horscr1
1436,Horned Screamer,379873891,horscr1
1437,Horned Screamer,205614501,horscr1
1438,Horned Screamer,193678521,horscr1
1439,Horned Screamer,374957111,horscr1
1440,Horned Screamer,419704291,horscr1
1441,Horned Screamer,204732601,horscr1
1442,Horned Screamer,81456541,horscr1
1443,Horned Screamer,141349311,horscr1
1444,Horned Screamer,63297681,horscr1
1445,Horned Screamer,68172311,horscr1
1446,Horned Screamer,204732611,horscr1
1447,Horned Screamer,508275931,horscr1
1448,Horned Screamer,249947421,horscr1
1449,Horned Screamer,192510011,horscr1
1450,Horned Screamer,116890901,horscr1
1451,Horned Screamer,376831411,horscr1
1452,Horned Screamer,160845261,horscr1
1453,Horned Screamer,121401621,horscr1
1454,Horned Screamer,205925721,horscr1
1455,Southern Screamer,74872251,souscr1
1456,Southern Screamer,77804581,souscr1
1457,Southern Screamer,74347471,souscr1
1458,Southern Screamer,555253811,souscr1
1459,Southern Screamer,552810641,souscr1
1460,Southern Screamer,208180451,souscr1
1461,Southern Screamer,113753431,souscr1
1462,Southern Screamer,35332551,souscr1
1463,Southern Screamer,185213671,souscr1
1464,Southern Screamer,66870851,souscr1
1465,Southern Screamer,41133661,souscr1
1466,Southern Screamer,613079991,souscr1
1467,Southern Screamer,204884821,souscr1
1468,Southern Screamer,489801061,souscr1
1469,Southern Screamer,336687891,souscr1
1470,Southern Screamer,52736601,souscr1
1471,Southern Screamer,137744491,souscr1
1472,Southern Screamer,205522211,souscr1
1473,Southern Screamer,184925071,souscr1
1474,Southern Screamer,255745981,souscr1
1475,Southern Screamer,161058311,souscr1
1476,Southern Screamer,45487091,souscr1
1477,Southern Screamer,45934391,souscr1
1478,Southern Screamer,530703431,souscr1
1479,Southern Screamer,612741759,souscr1
1480,Southern Screamer,611784995,souscr1
1481,Southern Screamer,427793121,souscr1
1482,Southern Screamer,390115461,souscr1
1483,Southern Screamer,336687861,souscr1
1484,Southern Screamer,248507831,souscr1
1485,Northern Screamer,85128921,norscr1
1486,Northern Screamer,194523511,norscr1
1487,Northern Screamer,45283651,norscr1
1488,Northern Screamer,108177421,norscr1
1489,Northern Screamer,205091531,norscr1
1490,Northern Screamer,206038931,norscr1
1491,Northern Screamer,99234881,norscr1
1492,Northern Screamer,493656841,norscr1
1493,Northern Screamer,130319951,norscr1
1494,Northern Screamer,168608391,norscr1
1495,Northern Screamer,588412881,norscr1
1496,Northern Screamer,58257631,norscr1
1497,Northern Screamer,610043530,norscr1
1498,Northern Screamer,535226281,norscr1
1499,Northern Screamer,519202771,norscr1
1500,Northern Screamer,26002871,norscr1
1501,Northern Screamer,586163211,norscr1
1502,Northern Screamer,588336601,norscr1
1503,Northern Screamer,466108151,norscr1
1504,Northern Screamer,183714221,norscr1
1505,Northern Screamer,50599321,norscr1
1506,Northern Screamer,308260821,norscr1
1507,Northern Screamer,98731161,norscr1
1508,Northern Screamer,493656931,norscr1
1509,Northern Screamer,205510141,norscr1
1510,Northern Screamer,205126971,norscr1
1511,Northern Screamer,205123991,norscr1
1512,Northern Screamer,204902581,norscr1
1513,Northern Screamer,122605001,norscr1
1514,Northern Screamer,48632751,norscr1
1515,Magpie Goose,92155431,maggoo1
1516,Magpie Goose,534223241,maggoo1
1517,Magpie Goose,247181841,maggoo1
1518,Magpie Goose,44765381,maggoo1
1519,Magpie Goose,42497271,maggoo1
1520,Magpie Goose,388025741,maggoo1
1521,Magpie Goose,287965551,maggoo1
1522,Magpie Goose,287965611,maggoo1
1523,Magpie Goose,91990931,maggoo1
1524,Magpie Goose,92155411,maggoo1
1525,Magpie Goose,44765311,maggoo1
1526,Magpie Goose,607363951,maggoo1
1527,Magpie Goose,544168291,maggoo1
1528,Magpie Goose,544168531,maggoo1
1529,Magpie Goose,44765371,maggoo1
1530,Magpie Goose,355159811,maggoo1
1531,Magpie Goose,78661541,maggoo1
1532,Magpie Goose,368438881,maggoo1
1533,Magpie Goose,92155421,maggoo1
1534,Magpie Goose,92155441,maggoo1
1535,Magpie Goose,371780801,maggoo1
1536,Magpie Goose,70134081,maggoo1
1537,Magpie Goose,202395431,maggoo1
1538,Magpie Goose,141350431,maggoo1
1539,Magpie Goose,199649491,maggoo1
1540,Magpie Goose,254407511,maggoo1
1541,Magpie Goose,366407121,maggoo1
1542,Magpie Goose,355159781,maggoo1
1543,Magpie Goose,319883971,maggoo1
1544,Magpie Goose,165561241,maggoo1
1545,Spotted Whistling-Duck,418421391,spwduc1
1546,Spotted Whistling-Duck,512849281,spwduc1
1547,Spotted Whistling-Duck,82325401,spwduc1
1548,Spotted Whistling-Duck,137948091,spwduc1
1549,Spotted Whistling-Duck,414162901,spwduc1
1550,Spotted Whistling-Duck,82325311,spwduc1
1551,Spotted Whistling-Duck,196378831,spwduc1
1552,Spotted Whistling-Duck,82325371,spwduc1
1553,Spotted Whistling-Duck,82325351,spwduc1
1554,Spotted Whistling-Duck,196834051,spwduc1
1555,Spotted Whistling-Duck,82325461,spwduc1
1556,Spotted Whistling-Duck,82325431,spwduc1
1557,Spotted Whistling-Duck,198417501,spwduc1
1558,Spotted Whistling-Duck,197827541,spwduc1
1559,Spotted Whistling-Duck,174883931,spwduc1
1560,Spotted Whistling-Duck,196586271,spwduc1
1561,Spotted Whistling-Duck,82325331,spwduc1
1562,Spotted Whistling-Duck,195484341,spwduc1
1563,Spotted Whistling-Duck,429773811,spwduc1
1564,Spotted Whistling-Duck,372951461,spwduc1
1565,Spotted Whistling-Duck,511285121,spwduc1
1566,Spotted Whistling-Duck,120633981,spwduc1
1567,Spotted Whistling-Duck,132551691,spwduc1
1568,Spotted Whistling-Duck,461796251,spwduc1
1569,Spotted Whistling-Duck,612150336,spwduc1
1570,Spotted Whistling-Duck,196129021,spwduc1
1571,Spotted Whistling-Duck,82325341,spwduc1
1572,Spotted Whistling-Duck,195484811,spwduc1
1573,Spotted Whistling-Duck,461796211,spwduc1
1574,Spotted Whistling-Duck,414136091,spwduc1
1575,Plumed Whistling-Duck,442371501,plwduc1
1576,Plumed Whistling-Duck,500711461,plwduc1
1577,Plumed Whistling-Duck,143382891,plwduc1
1578,Plumed Whistling-Duck,310124821,plwduc1
1579,Plumed Whistling-Duck,506994001,plwduc1
1580,Plumed Whistling-Duck,45920731,plwduc1
1581,Plumed Whistling-Duck,400970071,plwduc1
1582,Plumed Whistling-Duck,500711471,plwduc1
1583,Plumed Whistling-Duck,89100971,plwduc1
1584,Plumed Whistling-Duck,45105191,plwduc1
1585,Plumed Whistling-Duck,382532181,plwduc1
1586,Plumed Whistling-Duck,293294981,plwduc1
1587,Plumed Whistling-Duck,199828701,plwduc1
1588,Plumed Whistling-Duck,195939621,plwduc1
1589,Plumed Whistling-Duck,595356641,plwduc1
1590,Plumed Whistling-Duck,467941191,plwduc1
1591,Plumed Whistling-Duck,343614621,plwduc1
1592,Plumed Whistling-Duck,604217751,plwduc1
1593,Plumed Whistling-Duck,595356881,plwduc1
1594,Plumed Whistling-Duck,440510761,plwduc1
1595,Plumed Whistling-Duck,45105151,plwduc1
1596,Plumed Whistling-Duck,440277221,plwduc1
1597,Plumed Whistling-Duck,530990061,plwduc1
1598,Plumed Whistling-Duck,291374581,plwduc1
1599,Plumed Whistling-Duck,595467221,plwduc1
1600,Plumed Whistling-Duck,468713741,plwduc1
1601,Plumed Whistling-Duck,453543651,plwduc1
1602,Plumed Whistling-Duck,453543771,plwduc1
1603,Plumed Whistling-Duck,425884831,plwduc1
1604,Plumed Whistling-Duck,210524901,plwduc1
1605,White-faced Whistling-Duck,205367721,wfwduc1
1606,White-faced Whistling-Duck,498681111,wfwduc1
1607,White-faced Whistling-Duck,46539501,wfwduc1
1608,White-faced Whistling-Duck,109579851,wfwduc1
1609,White-faced Whistling-Duck,49488351,wfwduc1
1610,White-faced Whistling-Duck,34470911,wfwduc1
1611,White-faced Whistling-Duck,62190011,wfwduc1
1612,White-faced Whistling-Duck,74436351,wfwduc1
1613,White-faced Whistling-Duck,154345491,wfwduc1
1614,White-faced Whistling-Duck,41984351,wfwduc1
1615,White-faced Whistling-Duck,276498661,wfwduc1
1616,White-faced Whistling-Duck,590784611,wfwduc1
1617,White-faced Whistling-Duck,76994831,wfwduc1
1618,White-faced Whistling-Duck,422390091,wfwduc1
1619,White-faced Whistling-Duck,24005101,wfwduc1
1620,White-faced Whistling-Duck,177877201,wfwduc1
1621,White-faced Whistling-Duck,188492451,wfwduc1
1622,White-faced Whistling-Duck,305516441,wfwduc1
1623,White-faced Whistling-Duck,297264901,wfwduc1
1624,White-faced Whistling-Duck,49229311,wfwduc1
1625,White-faced Whistling-Duck,204942241,wfwduc1
1626,White-faced Whistling-Duck,129192841,wfwduc1
1627,White-faced Whistling-Duck,363655521,wfwduc1
1628,White-faced Whistling-Duck,320883941,wfwduc1
1629,White-faced Whistling-Duck,591969651,wfwduc1
1630,White-faced Whistling-Duck,204426631,wfwduc1
1631,White-faced Whistling-Duck,204422581,wfwduc1
1632,White-faced Whistling-Duck,716715,wfwduc1
1633,White-faced Whistling-Duck,205652761,wfwduc1
1634,White-faced Whistling-Duck,590784141,wfwduc1
1635,Black-bellied Whistling-Duck,354974891,bbwduc
1636,Black-bellied Whistling-Duck,505137421,bbwduc
1637,Black-bellied Whistling-Duck,364453171,bbwduc
1638,Black-bellied Whistling-Duck,473347151,bbwduc
1639,Black-bellied Whistling-Duck,607304311,bbwduc
1640,Black-bellied Whistling-Duck,65549841,bbwduc
1641,Black-bellied Whistling-Duck,180268881,bbwduc
1642,Black-bellied Whistling-Duck,407906621,bbwduc
1643,Black-bellied Whistling-Duck (fulgens),610277316,bbwduc
1644,Black-bellied Whistling-Duck,165863761,bbwduc
1645,Black-bellied Whistling-Duck,106684331,bbwduc
1646,Black-bellied Whistling-Duck (fulgens),610277317,bbwduc
1647,Black-bellied Whistling-Duck,345241351,bbwduc
1648,Black-bellied Whistling-Duck,351694601,bbwduc
1649,Black-bellied Whistling-Duck,505127391,bbwduc
1650,Black-bellied Whistling-Duck,65550031,bbwduc
1651,Black-bellied Whistling-Duck (fulgens),49347361,bbwduc
1652,Black-bellied Whistling-Duck,216594201,bbwduc
1653,Black-bellied Whistling-Duck (fulgens),176766121,bbwduc
1654,Black-bellied Whistling-Duck,422412781,bbwduc
1655,Black-bellied Whistling-Duck,390684871,bbwduc
1656,Black-bellied Whistling-Duck,365039811,bbwduc
1657,Black-bellied Whistling-Duck,31587451,bbwduc
1658,Black-bellied Whistling-Duck,505132811,bbwduc
1659,Black-bellied Whistling-Duck,344712231,bbwduc
1660,Black-bellied Whistling-Duck (fulgens),610277318,bbwduc
1661,Black-bellied Whistling-Duck,35646961,bbwduc
1662,Black-bellied Whistling-Duck,598917801,bbwduc
1663,Black-bellied Whistling-Duck,365622211,bbwduc
1664,Black-bellied Whistling-Duck,505041251,bbwduc
1665,West Indian Whistling-Duck,322222791,wiwduc1
1666,West Indian Whistling-Duck,155075481,wiwduc1
1667,West Indian Whistling-Duck,584861041,wiwduc1
1668,West Indian Whistling-Duck,155076171,wiwduc1
1669,West Indian Whistling-Duck,28696711,wiwduc1
1670,West Indian Whistling-Duck,82390951,wiwduc1
1671,West Indian Whistling-Duck,508782021,wiwduc1
1672,West Indian Whistling-Duck,26205441,wiwduc1
1673,West Indian Whistling-Duck,596013771,wiwduc1
1674,West Indian Whistling-Duck,129079681,wiwduc1
1675,West Indian Whistling-Duck,155075831,wiwduc1
1676,West Indian Whistling-Duck,434911741,wiwduc1
1677,West Indian Whistling-Duck,586282961,wiwduc1
1678,West Indian Whistling-Duck,52461291,wiwduc1
1679,West Indian Whistling-Duck,205234881,wiwduc1
1680,West Indian Whistling-Duck,206177921,wiwduc1
1681,West Indian Whistling-Duck,55165531,wiwduc1
1682,West Indian Whistling-Duck,508781991,wiwduc1
1683,West Indian Whistling-Duck,362844771,wiwduc1
1684,West Indian Whistling-Duck,312601861,wiwduc1
1685,West Indian Whistling-Duck,205133491,wiwduc1
1686,West Indian Whistling-Duck,204888941,wiwduc1
1687,West Indian Whistling-Duck,26205451,wiwduc1
1688,West Indian Whistling-Duck,516485371,wiwduc1
1689,West Indian Whistling-Duck,403138141,wiwduc1
1690,West Indian Whistling-Duck,91950691,wiwduc1
1691,West Indian Whistling-Duck,28696721,wiwduc1
1692,West Indian Whistling-Duck,28696701,wiwduc1
1693,West Indian Whistling-Duck,49037431,wiwduc1
1694,West Indian Whistling-Duck,21280141,wiwduc1
1695,Fulvous Whistling-Duck,358454881,fuwduc
1696,Fulvous Whistling-Duck,168786551,fuwduc
1697,Fulvous Whistling-Duck,498964071,fuwduc
1698,Fulvous Whistling-Duck,525499511,fuwduc
1699,Fulvous Whistling-Duck,533206681,fuwduc
1700,Fulvous Whistling-Duck,533206671,fuwduc
1701,Fulvous Whistling-Duck,533206691,fuwduc
1702,Fulvous Whistling-Duck,107643111,fuwduc
1703,Fulvous Whistling-Duck,40247041,fuwduc
1704,Fulvous Whistling-Duck,533206711,fuwduc
1705,Fulvous Whistling-Duck,533206701,fuwduc
1706,Fulvous Whistling-Duck,108507651,fuwduc
1707,Fulvous Whistling-Duck,613653116,fuwduc
1708,Fulvous Whistling-Duck,533206651,fuwduc
1709,Fulvous Whistling-Duck,401369081,fuwduc
1710,Fulvous Whistling-Duck,83489351,fuwduc
1711,Fulvous Whistling-Duck,91616371,fuwduc
1712,Fulvous Whistling-Duck,202369141,fuwduc
1713,Fulvous Whistling-Duck,358454871,fuwduc
1714,Fulvous Whistling-Duck,312724011,fuwduc
1715,Fulvous Whistling-Duck,362243931,fuwduc
1716,Fulvous Whistling-Duck,166977441,fuwduc
1717,Fulvous Whistling-Duck,401369181,fuwduc
1718,Fulvous Whistling-Duck,310424641,fuwduc
1719,Fulvous Whistling-Duck,165211291,fuwduc
1720,Fulvous Whistling-Duck,68007471,fuwduc
1721,Fulvous Whistling-Duck,93701711,fuwduc
1722,Fulvous Whistling-Duck,532866171,fuwduc
1723,Fulvous Whistling-Duck,533206721,fuwduc
1724,Fulvous Whistling-Duck,415174721,fuwduc
1725,Wandering Whistling-Duck,409149571,wawduc1
1726,Wandering Whistling-Duck,248754351,wawduc1
1727,Wandering Whistling-Duck,173816051,wawduc1
1728,Wandering Whistling-Duck,92155521,wawduc1
1729,Wandering Whistling-Duck,44765361,wawduc1
1730,Wandering Whistling-Duck,197197521,wawduc1
1731,Wandering Whistling-Duck,421072711,wawduc1
1732,Wandering Whistling-Duck,338315911,wawduc1
1733,Wandering Whistling-Duck,44765341,wawduc1
1734,Wandering Whistling-Duck,239017921,wawduc1
1735,Wandering Whistling-Duck,350344141,wawduc1
1736,Wandering Whistling-Duck,91990791,wawduc1
1737,Wandering Whistling-Duck,178268241,wawduc1
1738,Wandering Whistling-Duck,238996311,wawduc1
1739,Wandering Whistling-Duck,592632601,wawduc1
1740,Wandering Whistling-Duck,540724591,wawduc1
1741,Wandering Whistling-Duck,609475150,wawduc1
1742,Wandering Whistling-Duck,533159091,wawduc1
1743,Wandering Whistling-Duck,388039971,wawduc1
1744,Wandering Whistling-Duck,91990801,wawduc1
1745,Wandering Whistling-Duck,160191161,wawduc1
1746,Wandering Whistling-Duck,595205161,wawduc1
1747,Wandering Whistling-Duck,475667651,wawduc1
1748,Wandering Whistling-Duck,203357761,wawduc1
1749,Wandering Whistling-Duck,482793261,wawduc1
1750,Wandering Whistling-Duck,52197941,wawduc1
1751,Wandering Whistling-Duck,91260471,wawduc1
1752,Wandering Whistling-Duck,46401061,wawduc1
1753,Wandering Whistling-Duck,217114161,wawduc1
1754,Wandering Whistling-Duck,388659141,wawduc1
1755,Lesser Whistling-Duck,376979581,lewduc1
1756,Lesser Whistling-Duck,364067091,lewduc1
1757,Lesser Whistling-Duck,444388571,lewduc1
1758,Lesser Whistling-Duck,363661831,lewduc1
1759,Lesser Whistling-Duck,363661781,lewduc1
1760,Lesser Whistling-Duck,376979491,lewduc1
1761,Lesser Whistling-Duck,351217541,lewduc1
1762,Lesser Whistling-Duck,376979461,lewduc1
1763,Lesser Whistling-Duck,609854732,lewduc1
1764,Lesser Whistling-Duck,363661741,lewduc1
1765,Lesser Whistling-Duck,460177251,lewduc1
1766,Lesser Whistling-Duck,267281041,lewduc1
1767,Lesser Whistling-Duck,356318521,lewduc1
1768,Lesser Whistling-Duck,506202721,lewduc1
1769,Lesser Whistling-Duck,310424651,lewduc1
1770,Lesser Whistling-Duck,267280331,lewduc1
1771,Lesser Whistling-Duck,376979431,lewduc1
1772,Lesser Whistling-Duck,135242861,lewduc1
1773,Lesser Whistling-Duck,363661751,lewduc1
1774,Lesser Whistling-Duck,135242391,lewduc1
1775,Lesser Whistling-Duck,348636401,lewduc1
1776,Lesser Whistling-Duck,363661811,lewduc1
1777,Lesser Whistling-Duck,304406281,lewduc1
1778,Lesser Whistling-Duck,516154671,lewduc1
1779,Lesser Whistling-Duck,376979521,lewduc1
1780,Lesser Whistling-Duck,363661821,lewduc1
1781,Lesser Whistling-Duck,444388581,lewduc1
1782,Lesser Whistling-Duck,255475371,lewduc1
1783,Lesser Whistling-Duck,255475111,lewduc1
1784,Lesser Whistling-Duck,115902641,lewduc1
1785,White-backed Duck,608553491,whbduc1
1786,White-backed Duck,21635641,whbduc1
1787,White-backed Duck,49377641,whbduc1
1788,White-backed Duck,204934121,whbduc1
1789,White-backed Duck,204934151,whbduc1
1790,White-backed Duck,584285311,whbduc1
1791,White-backed Duck,47379851,whbduc1
1792,White-backed Duck,72672681,whbduc1
1793,White-backed Duck,204753831,whbduc1
1794,White-backed Duck,204934141,whbduc1
1795,White-backed Duck,584285301,whbduc1
1796,White-backed Duck,552476551,whbduc1
1797,White-backed Duck,98210671,whbduc1
1798,White-backed Duck,611696384,whbduc1
1799,White-backed Duck,583292121,whbduc1
1800,White-backed Duck,583292111,whbduc1
1801,White-backed Duck,204934131,whbduc1
1802,White-backed Duck,556272301,whbduc1
1803,White-backed Duck,556272281,whbduc1
1804,White-backed Duck,584285281,whbduc1
1805,White-backed Duck,583292141,whbduc1
1806,White-backed Duck,556272321,whbduc1
1807,White-backed Duck,82184161,whbduc1
1808,White-backed Duck,584285291,whbduc1
1809,White-backed Duck,583292131,whbduc1
1810,White-backed Duck,583292101,whbduc1
1811,White-backed Duck,371118691,whbduc1
1812,White-backed Duck,371118671,whbduc1
1813,White-backed Duck,97447341,whbduc1
1814,White-backed Duck,151241521,whbduc1
1815,Bar-headed Goose,144866781,bahgoo
1816,Bar-headed Goose,535996491,bahgoo
1817,Bar-headed Goose,535996421,bahgoo
1818,Bar-headed Goose,535996481,bahgoo
1819,Bar-headed Goose,535996411,bahgoo
1820,Bar-headed Goose,63723881,bahgoo
1821,Bar-headed Goose,395207951,bahgoo
1822,Bar-headed Goose,63723851,bahgoo
1823,Bar-headed Goose,203257201,bahgoo
1824,Bar-headed Goose,87826771,bahgoo
1825,Bar-headed Goose,248819571,bahgoo
1826,Bar-headed Goose,515736401,bahgoo
1827,Bar-headed Goose,84060051,bahgoo
1828,Bar-headed Goose,59251271,bahgoo
1829,Bar-headed Goose,400905111,bahgoo
1830,Bar-headed Goose,577136821,bahgoo
1831,Bar-headed Goose,388406201,bahgoo
1832,Bar-headed Goose,506385201,bahgoo
1833,Bar-headed Goose,147618591,bahgoo
1834,Bar-headed Goose,612288127,bahgoo
1835,Bar-headed Goose,537938851,bahgoo
1836,Bar-headed Goose,51785471,bahgoo
1837,Bar-headed Goose,84876711,bahgoo
1838,Bar-headed Goose,600973531,bahgoo
1839,Bar-headed Goose,388874541,bahgoo
1840,Bar-headed Goose,131915601,bahgoo
1841,Bar-headed Goose,539634851,bahgoo
1842,Bar-headed Goose,472174821,bahgoo
1843,Bar-headed Goose,422255601,bahgoo
1844,Bar-headed Goose,388406941,bahgoo
1845,Emperor Goose,566502651,empgoo
1846,Emperor Goose,396279351,empgoo
1847,Emperor Goose,567160001,empgoo
1848,Emperor Goose,41871981,empgoo
1849,Emperor Goose,215303591,empgoo
1850,Emperor Goose,215097801,empgoo
1851,Emperor Goose,218329291,empgoo
1852,Emperor Goose,567160021,empgoo
1853,Emperor Goose,396279621,empgoo
1854,Emperor Goose,378600891,empgoo
1855,Emperor Goose,42358771,empgoo
1856,Emperor Goose,394219091,empgoo
1857,Emperor Goose,375334871,empgoo
1858,Emperor Goose,396279431,empgoo
1859,Emperor Goose,396279561,empgoo
1860,Emperor Goose,29466761,empgoo
1861,Emperor Goose,396279541,empgoo
1862,Emperor Goose,129686471,empgoo
1863,Emperor Goose,375845921,empgoo
1864,Emperor Goose,343194491,empgoo
1865,Emperor Goose,396279401,empgoo
1866,Emperor Goose,396279381,empgoo
1867,Emperor Goose,396279341,empgoo
1868,Emperor Goose,30258521,empgoo
1869,Emperor Goose,42358931,empgoo
1870,Emperor Goose,215298531,empgoo
1871,Emperor Goose,215097791,empgoo
1872,Emperor Goose,215479671,empgoo
1873,Emperor Goose,215509891,empgoo
1874,Emperor Goose,396279471,empgoo
1875,Snow Goose,290513131,snogoo
1876,Snow Goose,278133501,snogoo
1877,Snow Goose,380263341,snogoo
1878,Snow Goose,420789571,snogoo
1879,Snow Goose,70640551,snogoo
1880,Snow Goose,35019401,snogoo
1881,Snow Goose,388385331,snogoo
1882,Snow Goose,92372591,snogoo
1883,Snow Goose,103511171,snogoo
1884,Snow Goose,511417461,snogoo
1885,Snow Goose,312096101,snogoo
